,Year,Age category,Single Year of Age,UNIT,VALUE,Age Group
8487,2013,200,0,Number,68583,0-14 years old
8490,2013,001,1,Number,71785,0-14 years old
8493,2013,002,2,Number,70638,0-14 years old
8496,2013,003,3,Number,71057,0-14 years old
8499,2013,004,4,Number,70956,0-14 years old
8502,2013,005,5,Number,71923,0-14 years old
8505,2013,006,6,Number,66561,0-14 years old
8508,2013,007,7,Number,65092,0-14 years old
8511,2013,008,8,Number,65035,0-14 years old
8514,2013,009,9,Number,64418,0-14 years old
8517,2013,010,10,Number,63531,0-14 years old
8520,2013,011,11,Number,62233,0-14 years old
8523,2013,012,12,Number,61009,0-14 years old
8526,2013,013,13,Number,60321,0-14 years old
8529,2013,014,14,Number,60767,0-14 years old
8532,2013,015,15,Number,59555,15-24 years old
8535,2013,016,16,Number,58103,15-24 years old
8538,2013,017,17,Number,55957,15-24 years old
8541,2013,018,18,Number,55485,15-24 years old
8544,2013,019,19,Number,55285,15-24 years old
8547,2013,020,20,Number,55635,15-24 years old
8550,2013,021,21,Number,54331,15-24 years old
8553,2013,022,22,Number,56510,15-24 years old
8556,2013,023,23,Number,55930,15-24 years old
8559,2013,024,24,Number,56487,15-24 years old
8562,2013,025,25,Number,58836,25-44 years old
8565,2013,026,26,Number,61342,25-44 years old
8568,2013,027,27,Number,64878,25-44 years old
8571,2013,028,28,Number,66844,25-44 years old
8574,2013,029,29,Number,69940,25-44 years old
8577,2013,030,30,Number,74977,25-44 years old
8580,2013,031,31,Number,77785,25-44 years old
8583,2013,032,32,Number,81150,25-44 years old
8586,2013,033,33,Number,80253,25-44 years old
8589,2013,034,34,Number,77200,25-44 years old
8592,2013,035,35,Number,74791,25-44 years old
8595,2013,036,36,Number,74178,25-44 years old
8598,2013,037,37,Number,73412,25-44 years old
8601,2013,038,38,Number,73109,25-44 years old
8604,2013,039,39,Number,71358,25-44 years old
8607,2013,040,40,Number,71454,25-44 years old
8610,2013,041,41,Number,69743,25-44 years old
8613,2013,042,42,Number,69186,25-44 years old
8616,2013,043,43,Number,67113,25-44 years old
8619,2013,044,44,Number,63532,25-44 years old
8622,2013,045,45,Number,62806,45-64 years old
8625,2013,046,46,Number,62236,45-64 years old
8628,2013,047,47,Number,61962,45-64 years old
8631,2013,048,48,Number,62451,45-64 years old
8634,2013,049,49,Number,60662,45-64 years old
8637,2013,050,50,Number,59038,45-64 years old
8640,2013,051,51,Number,57322,45-64 years old
8643,2013,052,52,Number,57705,45-64 years old
8646,2013,053,53,Number,55396,45-64 years old
8649,2013,054,54,Number,53317,45-64 years old
8652,2013,055,55,Number,52684,45-64 years old
8655,2013,056,56,Number,51499,45-64 years old
8658,2013,057,57,Number,49848,45-64 years old
8661,2013,058,58,Number,49515,45-64 years old
8664,2013,059,59,Number,47581,45-64 years old
8667,2013,060,60,Number,47682,45-64 years old
8670,2013,061,61,Number,45028,45-64 years old
8673,2013,062,62,Number,44183,45-64 years old
8676,2013,063,63,Number,43496,45-64 years old
8679,2013,064,64,Number,42804,45-64 years old
8682,2013,065,65,Number,41988,65 and over
8685,2013,066,66,Number,40246,65 and over
8688,2013,067,67,Number,38736,65 and over
8691,2013,068,68,Number,35470,65 and over
8694,2013,069,69,Number,33585,65 and over
8697,2013,070,70,Number,31561,65 and over
8700,2013,071,71,Number,28378,65 and over
8703,2013,072,72,Number,26901,65 and over
8706,2013,073,73,Number,26545,65 and over
8709,2013,074,74,Number,25301,65 and over
8712,2013,075,75,Number,23301,65 and over
8715,2013,076,76,Number,22472,65 and over
8718,2013,077,77,Number,21363,65 and over
8721,2013,078,78,Number,20118,65 and over
8724,2013,079,79,Number,19100,65 and over
8727,2013,080,80,Number,17121,65 and over
8730,2013,081,81,Number,15793,65 and over
8733,2013,082,82,Number,14903,65 and over
8736,2013,083,83,Number,13435,65 and over
8739,2013,084,84,Number,12130,65 and over
8742,2013,085,85,Number,10509,65 and over
8745,2013,086,86,Number,9262,65 and over
8748,2013,087,87,Number,8011,65 and over
8751,2013,088,88,Number,7284,65 and over
8754,2013,089,89,Number,6241,65 and over
8757,2013,090,90,Number,4858,65 and over
8760,2013,091,91,Number,3469,65 and over
8763,2013,092,92,Number,3041,65 and over
8766,2013,093,93,Number,2285,65 and over
8769,2013,094,94,Number,1637,65 and over
8772,2013,095,95,Number,1181,65 and over
8775,2013,096,96,Number,1011,65 and over
8778,2013,097,97,Number,669,65 and over
8781,2013,098,98,Number,429,65 and over
8784,2013,646,99,Number,852,65 and over
8790,2014,200,0,Number,66935,0-14 years old
8793,2014,001,1,Number,67658,0-14 years old
8796,2014,002,2,Number,70776,0-14 years old
8799,2014,003,3,Number,69914,0-14 years old
8802,2014,004,4,Number,70075,0-14 years old
8805,2014,005,5,Number,72958,0-14 years old
8808,2014,006,6,Number,71172,0-14 years old
8811,2014,007,7,Number,67412,0-14 years old
8814,2014,008,8,Number,65353,0-14 years old
8817,2014,009,9,Number,65207,0-14 years old
8820,2014,010,10,Number,63957,0-14 years old
8823,2014,011,11,Number,63289,0-14 years old
8826,2014,012,12,Number,61999,0-14 years old
8829,2014,013,13,Number,60720,0-14 years old
8832,2014,014,14,Number,60091,0-14 years old
8835,2014,015,15,Number,60993,15-24 years old
8838,2014,016,16,Number,59478,15-24 years old
8841,2014,017,17,Number,58022,15-24 years old
8844,2014,018,18,Number,56673,15-24 years old
8847,2014,019,19,Number,55413,15-24 years old
8850,2014,020,20,Number,54712,15-24 years old
8853,2014,021,21,Number,54666,15-24 years old
8856,2014,022,22,Number,54355,15-24 years old
8859,2014,023,23,Number,56656,15-24 years old
8862,2014,024,24,Number,56254,15-24 years old
8865,2014,025,25,Number,56534,25-44 years old
8868,2014,026,26,Number,57401,25-44 years old
8871,2014,027,27,Number,62336,25-44 years old
8874,2014,028,28,Number,63901,25-44 years old
8877,2014,029,29,Number,65710,25-44 years old
8880,2014,030,30,Number,70047,25-44 years old
8883,2014,031,31,Number,74443,25-44 years old
8886,2014,032,32,Number,77507,25-44 years old
8889,2014,033,33,Number,80691,25-44 years old
8892,2014,034,34,Number,79791,25-44 years old
8895,2014,035,35,Number,76917,25-44 years old
8898,2014,036,36,Number,75490,25-44 years old
8901,2014,037,37,Number,73829,25-44 years old
8904,2014,038,38,Number,73154,25-44 years old
8907,2014,039,39,Number,72211,25-44 years old
8910,2014,040,40,Number,71363,25-44 years old
8913,2014,041,41,Number,71234,25-44 years old
8916,2014,042,42,Number,69407,25-44 years old
8919,2014,043,43,Number,68679,25-44 years old
8922,2014,044,44,Number,66678,25-44 years old
8925,2014,045,45,Number,63577,45-64 years old
8928,2014,046,46,Number,62637,45-64 years old
8931,2014,047,47,Number,62156,45-64 years old
8934,2014,048,48,Number,61879,45-64 years old
8937,2014,049,49,Number,62343,45-64 years old
8940,2014,050,50,Number,60511,45-64 years old
8943,2014,051,51,Number,58879,45-64 years old
8946,2014,052,52,Number,57153,45-64 years old
8949,2014,053,53,Number,57458,45-64 years old
8952,2014,054,54,Number,55230,45-64 years old
8955,2014,055,55,Number,53089,45-64 years old
8958,2014,056,56,Number,52055,45-64 years old
8961,2014,057,57,Number,51618,45-64 years old
8964,2014,058,58,Number,49618,45-64 years old
8967,2014,059,59,Number,49298,45-64 years old
8970,2014,060,60,Number,47234,45-64 years old
8973,2014,061,61,Number,47369,45-64 years old
8976,2014,062,62,Number,44723,45-64 years old
8979,2014,063,63,Number,43869,45-64 years old
8982,2014,064,64,Number,43199,45-64 years old
8985,2014,065,65,Number,42364,65 and over
8988,2014,066,66,Number,41584,65 and over
8991,2014,067,67,Number,39887,65 and over
8994,2014,068,68,Number,38277,65 and over
8997,2014,069,69,Number,35108,65 and over
9000,2014,070,70,Number,33073,65 and over
9003,2014,071,71,Number,31015,65 and over
9006,2014,072,72,Number,27849,65 and over
9009,2014,073,73,Number,26381,65 and over
9012,2014,074,74,Number,26079,65 and over
9015,2014,075,75,Number,24614,65 and over
9018,2014,076,76,Number,22546,65 and over
9021,2014,077,77,Number,21785,65 and over
9024,2014,078,78,Number,20677,65 and over
9027,2014,079,79,Number,19467,65 and over
9030,2014,080,80,Number,18221,65 and over
9033,2014,081,81,Number,16188,65 and over
9036,2014,082,82,Number,14977,65 and over
9039,2014,083,83,Number,14049,65 and over
9042,2014,084,84,Number,12683,65 and over
9045,2014,085,85,Number,11068,65 and over
9048,2014,086,86,Number,9383,65 and over
9051,2014,087,87,Number,8245,65 and over
9054,2014,088,88,Number,7131,65 and over
9057,2014,089,89,Number,6512,65 and over
9060,2014,090,90,Number,5088,65 and over
9063,2014,091,91,Number,3760,65 and over
9066,2014,092,92,Number,3200,65 and over
9069,2014,093,93,Number,2198,65 and over
9072,2014,094,94,Number,1790,65 and over
9075,2014,095,95,Number,1297,65 and over
9078,2014,096,96,Number,974,65 and over
9081,2014,097,97,Number,699,65 and over
9084,2014,098,98,Number,455,65 and over
9087,2014,646,99,Number,860,65 and over
9093,2015,200,0,Number,64160,0-14 years old
9096,2015,001,1,Number,66275,0-14 years old
9099,2015,002,2,Number,66962,0-14 years old
9102,2015,003,3,Number,71010,0-14 years old
9105,2015,004,4,Number,69525,0-14 years old
9108,2015,005,5,Number,72892,0-14 years old
9111,2015,006,6,Number,72337,0-14 years old
9114,2015,007,7,Number,71109,0-14 years old
9117,2015,008,8,Number,67709,0-14 years old
9120,2015,009,9,Number,65285,0-14 years old
9123,2015,010,10,Number,64665,0-14 years old
9126,2015,011,11,Number,63667,0-14 years old
9129,2015,012,12,Number,63200,0-14 years old
9132,2015,013,13,Number,61939,0-14 years old
9135,2015,014,14,Number,60970,0-14 years old
9138,2015,015,15,Number,60593,15-24 years old
9141,2015,016,16,Number,61053,15-24 years old
9144,2015,017,17,Number,59470,15-24 years old
9147,2015,018,18,Number,59232,15-24 years old
9150,2015,019,19,Number,55785,15-24 years old
9153,2015,020,20,Number,55384,15-24 years old
9156,2015,021,21,Number,53913,15-24 years old
9159,2015,022,22,Number,54614,15-24 years old
9162,2015,023,23,Number,54511,15-24 years old
9165,2015,024,24,Number,57055,15-24 years old
9168,2015,025,25,Number,56500,25-44 years old
9171,2015,026,26,Number,56219,25-44 years old
9174,2015,027,27,Number,60777,25-44 years old
9177,2015,028,28,Number,61167,25-44 years old
9180,2015,029,29,Number,64025,25-44 years old
9183,2015,030,30,Number,66969,25-44 years old
9186,2015,031,31,Number,69865,25-44 years old
9189,2015,032,32,Number,74611,25-44 years old
9192,2015,033,33,Number,77375,25-44 years old
9195,2015,034,34,Number,80331,25-44 years old
9198,2015,035,35,Number,80051,25-44 years old
9201,2015,036,36,Number,78790,25-44 years old
9204,2015,037,37,Number,74964,25-44 years old
9207,2015,038,38,Number,73619,25-44 years old
9210,2015,039,39,Number,72351,25-44 years old
9213,2015,040,40,Number,72847,25-44 years old
9216,2015,041,41,Number,71375,25-44 years old
9219,2015,042,42,Number,71067,25-44 years old
9222,2015,043,43,Number,69213,25-44 years old
9225,2015,044,44,Number,68495,25-44 years old
9228,2015,045,45,Number,67392,45-64 years old
9231,2015,046,46,Number,63241,45-64 years old
9234,2015,047,47,Number,62619,45-64 years old
9237,2015,048,48,Number,62041,45-64 years old
9240,2015,049,49,Number,61715,45-64 years old
9243,2015,050,50,Number,62131,45-64 years old
9246,2015,051,51,Number,60282,45-64 years old
9249,2015,052,52,Number,58629,45-64 years old
9252,2015,053,53,Number,56930,45-64 years old
9255,2015,054,54,Number,57216,45-64 years old
9258,2015,055,55,Number,54951,45-64 years old
9261,2015,056,56,Number,52198,45-64 years old
9264,2015,057,57,Number,53046,45-64 years old
9267,2015,058,58,Number,50979,45-64 years old
9270,2015,059,59,Number,49380,45-64 years old
9273,2015,060,60,Number,49098,45-64 years old
9276,2015,061,61,Number,46801,45-64 years old
9279,2015,062,62,Number,47040,45-64 years old
9282,2015,063,63,Number,44385,45-64 years old
9285,2015,064,64,Number,43517,45-64 years old
9288,2015,065,65,Number,42829,65 and over
9291,2015,066,66,Number,42050,65 and over
9294,2015,067,67,Number,41280,65 and over
9297,2015,068,68,Number,39499,65 and over
9300,2015,069,69,Number,37908,65 and over
9303,2015,070,70,Number,34593,65 and over
9306,2015,071,71,Number,32493,65 and over
9309,2015,072,72,Number,30477,65 and over
9312,2015,073,73,Number,27367,65 and over
9315,2015,074,74,Number,25914,65 and over
9318,2015,075,75,Number,25329,65 and over
9321,2015,076,76,Number,23865,65 and over
9324,2015,077,77,Number,21878,65 and over
9327,2015,078,78,Number,21075,65 and over
9330,2015,079,79,Number,20023,65 and over
9333,2015,080,80,Number,18643,65 and over
9336,2015,081,81,Number,17278,65 and over
9339,2015,082,82,Number,15322,65 and over
9342,2015,083,83,Number,14202,65 and over
9345,2015,084,84,Number,13334,65 and over
9348,2015,085,85,Number,11584,65 and over
9351,2015,086,86,Number,9918,65 and over
9354,2015,087,87,Number,8406,65 and over
9357,2015,088,88,Number,7393,65 and over
9360,2015,089,89,Number,6370,65 and over
9363,2015,090,90,Number,5357,65 and over
9366,2015,091,91,Number,3962,65 and over
9369,2015,092,92,Number,3399,65 and over
9372,2015,093,93,Number,2275,65 and over
9375,2015,094,94,Number,1719,65 and over
9378,2015,095,95,Number,1368,65 and over
9381,2015,096,96,Number,1030,65 and over
9384,2015,097,97,Number,670,65 and over
9387,2015,098,98,Number,542,65 and over
9390,2015,646,99,Number,918,65 and over
9396,2016,200,0,Number,62209,0-14 years old
9399,2016,001,1,Number,63955,0-14 years old
9402,2016,002,2,Number,66260,0-14 years old
9405,2016,003,3,Number,68120,0-14 years old
9408,2016,004,4,Number,70834,0-14 years old
9411,2016,005,5,Number,72359,0-14 years old
9414,2016,006,6,Number,72463,0-14 years old
9417,2016,007,7,Number,72066,0-14 years old
9420,2016,008,8,Number,71458,0-14 years old
9423,2016,009,9,Number,66904,0-14 years old
9426,2016,010,10,Number,64701,0-14 years old
9429,2016,011,11,Number,63964,0-14 years old
9432,2016,012,12,Number,64211,0-14 years old
9435,2016,013,13,Number,63369,0-14 years old
9438,2016,014,14,Number,62611,0-14 years old
9441,2016,015,15,Number,61124,15-24 years old
9444,2016,016,16,Number,60914,15-24 years old
9447,2016,017,17,Number,60965,15-24 years old
9450,2016,018,18,Number,60962,15-24 years old
9453,2016,019,19,Number,57267,15-24 years old
9456,2016,020,20,Number,55905,15-24 years old
9459,2016,021,21,Number,54462,15-24 years old
9462,2016,022,22,Number,54176,15-24 years old
9465,2016,023,23,Number,54120,15-24 years old
9468,2016,024,24,Number,54802,15-24 years old
9471,2016,025,25,Number,57268,25-44 years old
9474,2016,026,26,Number,56233,25-44 years old
9477,2016,027,27,Number,61533,25-44 years old
9480,2016,028,28,Number,59180,25-44 years old
9483,2016,029,29,Number,62465,25-44 years old
9486,2016,030,30,Number,67918,25-44 years old
9489,2016,031,31,Number,68006,25-44 years old
9492,2016,032,32,Number,71498,25-44 years old
9495,2016,033,33,Number,75366,25-44 years old
9498,2016,034,34,Number,77514,25-44 years old
9501,2016,035,35,Number,81268,25-44 years old
9504,2016,036,36,Number,82954,25-44 years old
9507,2016,037,37,Number,76908,25-44 years old
9510,2016,038,38,Number,74372,25-44 years old
9513,2016,039,39,Number,72563,25-44 years old
9516,2016,040,40,Number,73227,25-44 years old
9519,2016,041,41,Number,71795,25-44 years old
9522,2016,042,42,Number,71010,25-44 years old
9525,2016,043,43,Number,71014,25-44 years old
9528,2016,044,44,Number,69428,25-44 years old
9531,2016,045,45,Number,70220,45-64 years old
9534,2016,046,46,Number,66929,45-64 years old
9537,2016,047,47,Number,63471,45-64 years old
9540,2016,048,48,Number,62745,45-64 years old
9543,2016,049,49,Number,61552,45-64 years old
9546,2016,050,50,Number,61773,45-64 years old
9549,2016,051,51,Number,61476,45-64 years old
9552,2016,052,52,Number,59907,45-64 years old
9555,2016,053,53,Number,58605,45-64 years old
9558,2016,054,54,Number,56688,45-64 years old
9561,2016,055,55,Number,56889,45-64 years old
9564,2016,056,56,Number,54587,45-64 years old
9567,2016,057,57,Number,54049,45-64 years old
9570,2016,058,58,Number,51981,45-64 years old
9573,2016,059,59,Number,50707,45-64 years old
9576,2016,060,60,Number,49484,45-64 years old
9579,2016,061,61,Number,48861,45-64 years old
9582,2016,062,62,Number,46716,45-64 years old
9585,2016,063,63,Number,46933,45-64 years old
9588,2016,064,64,Number,44476,45-64 years old
9591,2016,065,65,Number,43529,65 and over
9594,2016,066,66,Number,42907,65 and over
9597,2016,067,67,Number,41761,65 and over
9600,2016,068,68,Number,40781,65 and over
9603,2016,069,69,Number,38991,65 and over
9606,2016,070,70,Number,37344,65 and over
9609,2016,071,71,Number,34090,65 and over
9612,2016,072,72,Number,31888,65 and over
9615,2016,073,73,Number,29768,65 and over
9618,2016,074,74,Number,26812,65 and over
9621,2016,075,75,Number,25079,65 and over
9624,2016,076,76,Number,24393,65 and over
9627,2016,077,77,Number,23078,65 and over
9630,2016,078,78,Number,21296,65 and over
9633,2016,079,79,Number,20332,65 and over
9636,2016,080,80,Number,19113,65 and over
9639,2016,081,81,Number,17705,65 and over
9642,2016,082,82,Number,16237,65 and over
9645,2016,083,83,Number,14391,65 and over
9648,2016,084,84,Number,13019,65 and over
9651,2016,085,85,Number,11886,65 and over
9654,2016,086,86,Number,10291,65 and over
9657,2016,087,87,Number,8757,65 and over
9660,2016,088,88,Number,7365,65 and over
9663,2016,089,89,Number,6402,65 and over
9666,2016,090,90,Number,5362,65 and over
9669,2016,091,91,Number,4370,65 and over
9672,2016,092,92,Number,3414,65 and over
9675,2016,093,93,Number,2727,65 and over
9678,2016,094,94,Number,2061,65 and over
9681,2016,095,95,Number,1548,65 and over
9684,2016,096,96,Number,1201,65 and over
9687,2016,097,97,Number,730,65 and over
9690,2016,098,98,Number,449,65 and over
9693,2016,646,99,Number,770,65 and over
9699,2017,200,0,Number,63468,0-14 years old
9702,2017,001,1,Number,62571,0-14 years old
9705,2017,002,2,Number,64147,0-14 years old
9708,2017,003,3,Number,66505,0-14 years old
9711,2017,004,4,Number,68282,0-14 years old
9714,2017,005,5,Number,71153,0-14 years old
9717,2017,006,6,Number,72699,0-14 years old
9720,2017,007,7,Number,72781,0-14 years old
9723,2017,008,8,Number,72408,0-14 years old
9726,2017,009,9,Number,71678,0-14 years old
9729,2017,010,10,Number,67214,0-14 years old
9732,2017,011,11,Number,64979,0-14 years old
9735,2017,012,12,Number,64341,0-14 years old
9738,2017,013,13,Number,64587,0-14 years old
9741,2017,014,14,Number,63543,0-14 years old
9744,2017,015,15,Number,63066,15-24 years old
9747,2017,016,16,Number,61725,15-24 years old
9750,2017,017,17,Number,61562,15-24 years old
9753,2017,018,18,Number,61681,15-24 years old
9756,2017,019,19,Number,61559,15-24 years old
9759,2017,020,20,Number,57926,15-24 years old
9762,2017,021,21,Number,56290,15-24 years old
9765,2017,022,22,Number,54735,15-24 years old
9768,2017,023,23,Number,54318,15-24 years old
9771,2017,024,24,Number,54152,15-24 years old
9774,2017,025,25,Number,55652,25-44 years old
9777,2017,026,26,Number,58360,25-44 years old
9780,2017,027,27,Number,57274,25-44 years old
9783,2017,028,28,Number,62394,25-44 years old
9786,2017,029,29,Number,60281,25-44 years old
9789,2017,030,30,Number,63480,25-44 years old
9792,2017,031,31,Number,68624,25-44 years old
9795,2017,032,32,Number,68760,25-44 years old
9798,2017,033,33,Number,72173,25-44 years old
9801,2017,034,34,Number,76134,25-44 years old
9804,2017,035,35,Number,78034,25-44 years old
9807,2017,036,36,Number,81839,25-44 years old
9810,2017,037,37,Number,83552,25-44 years old
9813,2017,038,38,Number,77683,25-44 years old
9816,2017,039,39,Number,75015,25-44 years old
9819,2017,040,40,Number,73290,25-44 years old
9822,2017,041,41,Number,73987,25-44 years old
9825,2017,042,42,Number,72709,25-44 years old
9828,2017,043,43,Number,72018,25-44 years old
9831,2017,044,44,Number,71997,25-44 years old
9834,2017,045,45,Number,70140,45-64 years old
9837,2017,046,46,Number,70447,45-64 years old
9840,2017,047,47,Number,67197,45-64 years old
9843,2017,048,48,Number,63785,45-64 years old
9846,2017,049,49,Number,63013,45-64 years old
9849,2017,050,50,Number,61813,45-64 years old
9852,2017,051,51,Number,61986,45-64 years old
9855,2017,052,52,Number,61735,45-64 years old
9858,2017,053,53,Number,60178,45-64 years old
9861,2017,054,54,Number,58823,45-64 years old
9864,2017,055,55,Number,56927,45-64 years old
9867,2017,056,56,Number,57071,45-64 years old
9870,2017,057,57,Number,54760,45-64 years old
9873,2017,058,58,Number,54304,45-64 years old
9876,2017,059,59,Number,52178,45-64 years old
9879,2017,060,60,Number,50871,45-64 years old
9882,2017,061,61,Number,49587,45-64 years old
9885,2017,062,62,Number,49000,45-64 years old
9888,2017,063,63,Number,46950,45-64 years old
9891,2017,064,64,Number,47096,45-64 years old
9894,2017,065,65,Number,44340,65 and over
9897,2017,066,66,Number,43732,65 and over
9900,2017,067,67,Number,42598,65 and over
9903,2017,068,68,Number,41560,65 and over
9906,2017,069,69,Number,40434,65 and over
9909,2017,070,70,Number,38573,65 and over
9912,2017,071,71,Number,36977,65 and over
9915,2017,072,72,Number,33614,65 and over
9918,2017,073,73,Number,31537,65 and over
9921,2017,074,74,Number,29382,65 and over
9924,2017,075,75,Number,26221,65 and over
9927,2017,076,76,Number,24352,65 and over
9930,2017,077,77,Number,23637,65 and over
9933,2017,078,78,Number,22327,65 and over
9936,2017,079,79,Number,20811,65 and over
9939,2017,080,80,Number,19379,65 and over
9942,2017,081,81,Number,18098,65 and over
9945,2017,082,82,Number,16740,65 and over
9948,2017,083,83,Number,15382,65 and over
9951,2017,084,84,Number,13604,65 and over
9954,2017,085,85,Number,11980,65 and over
9957,2017,086,86,Number,10632,65 and over
9960,2017,087,87,Number,9261,65 and over
9963,2017,088,88,Number,7830,65 and over
9966,2017,089,89,Number,6644,65 and over
9969,2017,090,90,Number,5331,65 and over
9972,2017,091,91,Number,4352,65 and over
9975,2017,092,92,Number,3522,65 and over
9978,2017,093,93,Number,2781,65 and over
9981,2017,094,94,Number,2171,65 and over
9984,2017,095,95,Number,1392,65 and over
9987,2017,096,96,Number,785,65 and over
9990,2017,097,97,Number,732,65 and over
9993,2017,098,98,Number,637,65 and over
9996,2017,646,99,Number,1060,65 and over
10002,2018,200,0,Number,61719,0-14 years old
10005,2018,001,1,Number,63885,0-14 years old
10008,2018,002,2,Number,63066,0-14 years old
10011,2018,003,3,Number,64488,0-14 years old
10014,2018,004,4,Number,66883,0-14 years old
10017,2018,005,5,Number,68946,0-14 years old
10020,2018,006,6,Number,71561,0-14 years old
10023,2018,007,7,Number,73081,0-14 years old
10026,2018,008,8,Number,73180,0-14 years old
10029,2018,009,9,Number,72855,0-14 years old
10032,2018,010,10,Number,72085,0-14 years old
10035,2018,011,11,Number,67626,0-14 years old
10038,2018,012,12,Number,65404,0-14 years old
10041,2018,013,13,Number,64768,0-14 years old
10044,2018,014,14,Number,64883,0-14 years old
10047,2018,015,15,Number,64590,15-24 years old
10050,2018,016,16,Number,64410,15-24 years old
10053,2018,017,17,Number,63025,15-24 years old
10056,2018,018,18,Number,62931,15-24 years old
10059,2018,019,19,Number,63133,15-24 years old
10062,2018,020,20,Number,62867,15-24 years old
10065,2018,021,21,Number,59299,15-24 years old
10068,2018,022,22,Number,57507,15-24 years old
10071,2018,023,23,Number,55975,15-24 years old
10074,2018,024,24,Number,55515,15-24 years old
10077,2018,025,25,Number,55332,25-44 years old
10080,2018,026,26,Number,56818,25-44 years old
10083,2018,027,27,Number,59564,25-44 years old
10086,2018,028,28,Number,58408,25-44 years old
10089,2018,029,29,Number,63268,25-44 years old
10092,2018,030,30,Number,61237,25-44 years old
10095,2018,031,31,Number,64321,25-44 years old
10098,2018,032,32,Number,69444,25-44 years old
10101,2018,033,33,Number,69707,25-44 years old
10104,2018,034,34,Number,72992,25-44 years old
10107,2018,035,35,Number,76821,25-44 years old
10110,2018,036,36,Number,78768,25-44 years old
10113,2018,037,37,Number,82426,25-44 years old
10116,2018,038,38,Number,84253,25-44 years old
10119,2018,039,39,Number,78365,25-44 years old
10122,2018,040,40,Number,75684,25-44 years old
10125,2018,041,41,Number,74060,25-44 years old
10128,2018,042,42,Number,74760,25-44 years old
10131,2018,043,43,Number,73577,25-44 years old
10134,2018,044,44,Number,72963,25-44 years old
10137,2018,045,45,Number,72203,45-64 years old
10140,2018,046,46,Number,70006,45-64 years old
10143,2018,047,47,Number,70336,45-64 years old
10146,2018,048,48,Number,67136,45-64 years old
10149,2018,049,49,Number,63802,45-64 years old
10152,2018,050,50,Number,63061,45-64 years old
10155,2018,051,51,Number,61808,45-64 years old
10158,2018,052,52,Number,61922,45-64 years old
